BARCODE,NAMA BARANG,,BRAND,KATEGORI,SUB KATEGORI, STOK , HPP , HARGA JUAL , MULAI DARI 1 , SAMPAI DENGAN 1 , TINGKAT 1 , MULAI DARI 2 , SAMPAI DENGAN 2 , TINGKAT 2 , MULAI DARI 3 , SAMPAI DENGAN 3 , TINGKAT 3 , MULAI DARI 4 , SAMPAI DENGAN 4 , TINGKAT 4 ,KATEGORI PELANGGAN,HARGA KATEGORI
,Tray salad,,,TRAY SALAD,,,33500,37500,10,99999,35750,,, - ,,, - ,,, - ,,
,Tray telur 10 kancing,,,TRAY TELUR,,,819,950,50,249,925,250,299,910,300,99999,895,,, - ,,
,Tray telur 10 kancing LUX,,,TRAY TELUR,,,685,950,50,249,891,250,599,822,600,99999,788,,, - ,,
,Tray telur 10 tdk kancing,,,TRAY TELUR,,,400,550,50,249,500,250,399,480,400,99999,460,,, - ,,
,Tray telur 4,,,TRAY TELUR,,,711,920,50,249,888,250,799,876,800,99999,865,,, - ,,
,Tray telur 6,,,TRAY TELUR,,,786,950,50,249,898,250,899,886,900,99999,875,,, - ,,
,Tsk cilok ion,,,TUSUK CILOK,,,4398,5500,10,29,5150,30,99,5000,100,99999,4900,,, - ,,
,Tsk cilok koi,,,TUSUK CILOK,,,5500,7500,10,29,7000,30,99,6850,100,99999,6730,,, - ,,
,Tsk gigi bambu ion,,,TUSUK GIGI,,,1100,2500,10,29,2000,30,99,1800,100,99999,1650,,, - ,,
,Tsk gigi ion,,,TUSUK GIGI,,,11067,17000,10,29,16500,30,49,16000,50,99999,15500,,, - ,,
,Tsk gigi jojo,,,TUSUK GIGI,,,1169,2500,10,29,2000,30,99,1800,100,99999,1650,,, - ,,
,"Tusuk sate ion 2,5x20",,,TUSUK SATE,,,8531,10500,10,29,10000,30,39,9700,40,99999,9400,,, - ,,
,Tutup ager,,,TUTUP CUP,,,1613,2500,10,29,2002,30,79,1926,80,99999,1850,,, - ,,
,Tutup aqua,,,TUTUP CUP,,,2400,3500,10,29,3030,30,39,2929,40,99999,2828,,, - ,,
,Tutup cembung,,,TUTUP CUP,,,3800,5000,10,29,4597,30,39,4497,40,99999,4397,,, - ,,
,Tutup datar,,,TUTUP CUP,,,2425,3500,10,29,2985,30,39,2870,40,99999,2755,,, - ,,
,Tutup datar bening,,,TUTUP CUP,,,2250,3500,10,29,2982,30,39,2864,40,99999,2746,,, - ,,
,Tutup paper cup,,,TUTUP CUP,,,9500,12500,10,19,12193,20,99999,11693,,, - ,,, - ,,
,Tutup starindo,,,TUTUP CUP,,,7000,8500,10,99999,8380,,, - ,,, - ,,, - ,,
,Tutup gls kertas,,,TUTUP GELAS KERTAS,,,23400,25000,10,99999, - ,,, - ,,, - ,,, - ,,
,TW BOWL 200 ml hiba,,,TW HIBA,,,9450,13000,10,19,12138,20,99999,11730,,, - ,,, - ,,
,TW Rect 1000 ml hiba,,,TW HIBA,,,25250,29500,10,19,28200,20,99999,27100,,, - ,,, - ,,
,TW Rect 500 ml hiba,,,TW HIBA,,,20280,25000,10,19,24133,20,99999,23119,,, - ,,, - ,,
,TW Rect 650 ml hiba,,,TW HIBA,,,21320,26000,10,19,25158,20,99999,24394,,, - ,,, - ,,
,TW Rect 750 ml hiba,,,TW HIBA,,,22360,27000,10,19,26163,20,99999,25480,,, - ,,, - ,,
,TW SQ 1000 ml hiba,,,TW HIBA,,,35500,44500,3,5,42200,20,99999,40800,,, - ,,, - ,,
,TW SQ 1000 ml hiba ec,,,TW HIBA,,,1450,2000,,, - ,,, - ,,, - ,,, - ,,
,TW SQ 1500 ml hiba,,,TW HIBA,,,39000,48500,3,5,46406,6,99999,45240,,, - ,,, - ,,
,TW SQ 1500 ml hiba ec,,,TW HIBA,,,1600,2200,,, - ,,, - ,,, - ,,, - ,,
,TW SQ 2000 ml hiba,,,TW HIBA,,,57583,71000,3,5,68524,6,99999,66220,,, - ,,, - ,,
,TW SQ 2000 ml hiba ec,,,TW HIBA,,,2300,3250,,, - ,,, - ,,, - ,,, - ,,
,TW SQ 3000 ml hiba,,,TW HIBA,,,69333,80800,3,5,77091,6,99999,74554,,, - ,,, - ,,
,TW SQ 3000 ml hiba ec,,,TW HIBA,,,2800,3750,,, - ,,, - ,,, - ,,, - ,,
,Twin cup,,,TWIN CUP,,,2000,2500,,, - ,,, - ,,, - ,,, - ,,
,Pp jd 03 1 kg yt,,,Uncategorized,,,4500,5900,,, - ,,, - ,,, - ,,, - ,,
,Wraping 30 cm bf,,,WRAPING,,,17000,20000,10,23,19300,24,99999,18700,,, - ,,, - ,,
,wraping 30 cm bsr,,,WRAPING,,,135135,179500,3,5,174275,6,99999,170440,,, - ,,, - ,,
,wraping 40 cm bsr,,,WRAPING,,,174484,254500,3,5,241800,6,99999,235553,,, - ,,, - ,,
,wraping 45 cm bsr,,,WRAPING,,,202335,285000,3,5,270400,6,99999,263036,,, - ,,, - ,,
,wraping 60 cm bsr,,,WRAPING,,,321172,432500,3,5,419900,6,99999,407888,,, - ,,, - ,,
,Wraping barang 50 cm,,,WRAPING,,,47369,59000,3,5,56843,6,99999, - ,,, - ,,, - ,,
